X,Y
266,19919
267,24699
268,-21286
269,-2355
270,-22611
271,-19142
272,-17414
273,-70227
274,-42992
275,-80843
276,-95207
277,-96975
278,-126496
279,-49991
280,-11524
281,-24542
282,-36966
283,-4821
284,19799
285,39587
286,-16533
287,29384
288,64812
289,94915
290,99898
291,27112
292,71886
293,79170
294,37353
295,35485
296,63936
297,77119
298,84957
299,128576
300,154258
301,170649
302,178622
303,111645
304,127348
305,150036
306,120642
307,40594
308,66477
309,13827
310,-49397
311,-115480
312,-153225
313,-103105
314,-104146
315,-93482
316,-109785
317,-92176
318,-93143
319,-108047
320,-22441
321,-51170
322,34751
323,8874
324,-49227
325,-35107
326,-66564
327,-54526
328,-17522
329,-8122
330,-759
331,-59908
332,2829
333,-72067
334,-93061
335,-70975
336,-34581
337,-25539
338,24269
339,-65149
340,-10515
341,-30740
342,9963
343,-5396
344,-12511
345,21447
346,15751
347,-28003
348,-2175
349,-61902
350,-58637
351,-101650
352,-33969
353,-44327
354,-18866
355,39932
356,2308
357,39356
358,111838
359,98571
360,155815
361,207137
362,199044
363,128753
364,110560
365,54710
366,81176
367,170653
368,202553
369,160761
370,157136
371,117945
372,76213
373,115215
374,136470
375,180885
376,234121
377,157223
378,149397
379,139759
380,161065
381,166591
382,207061
383,292205
384,267747
385,298937
386,237604
387,228995
388,291399
389,278244
390,238519
391,201223
392,163178
393,187660
394,187986
395,209899
396,214815
397,213757
398,211269
399,189658
400,165874
401,123832
402,162907
403,217168
404,156256
405,130207
406,106961
407,140119
408,201007
409,240061
410,241431
411,232664
412,238573
413,226354
414,227530
415,301097
416,328636
417,400520
418,370339
419,319531
420,267206
421,309706
422,300751
423,338050
424,331519
425,344780
426,269561
427,212959
428,149973
429,172269
430,204470
431,190169
432,179006
433,205677
434,186262
435,219523
436,141269
437,172293
438,144469
439,196044
440,144044
441,139002
442,201148
443,188081
444,209234
445,229654
446,177770
447,202863
448,157439
449,213730
450,197022
451,207278
452,198462
453,143075
454,111622
455,46065
456,15424
457,-10837
458,-31221
459,13830
460,-11956
461,-3656
462,6496
463,32277
464,27004
465,-1422
466,17184
467,26232
468,88638
469,155754
470,108485
471,159983
472,87978
473,73723
474,90489
475,68936
476,71907
477,48420
478,96093
479,123929
480,83861
481,148538
482,138129
483,182389
484,171120
485,162754
486,197795
487,259094
488,310328
489,264203
490,256165
491,279164
492,224003
493,232491
494,223044
495,278964
496,230715
497,227729
498,204955
499,163890
500,206401
501,135935
502,145463
503,219678
504,148260
505,189672
506,185614
507,203092
508,228314
509,193796
510,229183
511,241140
512,317640
513,292720
514,238254
515,240780
516,261890
517,211243
518,218046
519,169323
520,215220
521,216670
522,201607
523,138864
524,115441
525,157897
526,237014
527,181298
528,168296
529,161907
530,234017
531,194046
532,189708
533,223977
534,281046
535,352666
536,332299
537,270082
538,305986
539,395459
540,380307
541,379340
542,384364
543,363413
544,336173
545,332032
546,306959
547,349800
548,377013
549,316591
550,232879
551,265411
552,256775
553,245674
554,294489
555,285740
556,245676
557,258279
558,232992
559,226457
560,301416
561,309344
562,313783
563,323714
564,329669
565,361873
566,341734
567,333352
568,273098
569,282189
570,314431
571,254975
572,240712
573,249447
574,223750
575,293733
576,266545
577,298951
578,297122
579,328344
580,325555
581,261182
582,320392
583,360694
584,318747
585,342641
586,286364
587,298431
588,287679
589,314152
590,328508
591,304041
592,317157
593,299973
594,297412
595,307614
596,274462
597,287088
598,287078
599,243402
600,228415
601,200401
602,218922
603,259739
604,221490
605,252045
606,290735
607,277665
608,257562
609,266081
610,312095
611,366665
612,408417
613,433653
614,447999
615,507663
616,514902
617,510706
618,517108
619,608376
620,592826
621,582311
622,580075
623,583368
624,550349
625,539433
626,490576
627,427357
628,418015
629,411176
630,314784
631,324421
632,338184
633,343700
634,292937
635,334523
636,350768
637,346466
638,400969
639,370366
640,384990
641,414403
642,403497
643,361191
644,354940
645,405884
646,406247
647,363315
648,395609
649,381288
650,376529
651,427475
652,403266
653,412975
654,499740
655,500622
656,533635
657,514703
658,514998
659,545065
660,574164
661,594353
662,525322
663,614497
664,638770
665,573089
666,526995
667,471558
668,470925
669,480464
670,416792
671,406966
672,455786
673,543439
674,538828
675,501309
676,555348
677,546412
678,578462
679,534961
680,539666
681,581814
682,603640
683,608111
684,573886
685,510945
686,507001
687,458072
688,504219
689,473692
690,540807
691,545867
692,577064
693,565842
694,520112
695,549550
696,615427
697,641686
698,653693
699,634145
700,657300
701,669392
702,718820
703,710609
704,684597
705,662066
706,638721
707,631693
708,621146
709,619368
710,645364
711,644390
712,574144
713,524712
714,533013
715,499607
716,493443
717,499150
718,441378
719,397328
720,406983
721,384514
722,342239
723,316622
724,331695
725,299247
726,310552
727,345829
728,292299
729,327228
730,326956
731,305009
732,339927
733,399800
734,494129
735,487219
736,483039
737,485699
738,474485
739,511860
740,474198
741,490015
742,491986
743,481523
744,470568
745,454495
746,460644
747,431029
748,424364
749,452948
750,467728
751,541644
752,543349
753,594757
754,618595
755,585170
756,589211
757,557778
758,635050
759,693156
760,686977
761,687877
762,678001
763,747516
764,698257
765,693384
766,764085
767,702211
768,713753
769,688584
770,630475
771,593551
772,589390
773,541032
774,532762
775,520027
776,458404
777,368776
778,397933
779,392145
780,353490
781,418692
782,492052
783,486649
784,519860
785,480191
786,531680
787,529949
788,579045
789,616853
790,681023
791,707901
792,696464
793,712773
794,673881
795,653764
796,635221
797,632971
798,656952
799,641529
800,652916
801,656189
802,673340
803,674003
804,652548
805,682683
806,714335
807,723524
808,770247
809,775700
810,809283
811,790380
812,794649
813,779875
814,826691
815,768887
816,764900
817,764428
818,792245
819,760453
820,769076
821,734691
822,735968
823,744983
824,730111
825,695099
826,761322
827,800849
828,771557
829,751185
830,720171
831,705211
832,694006
833,656876
834,613016
835,632676
836,589479
837,547803
838,505602
839,497579
840,472139
841,496123
842,557606
843,593534
844,587486
845,612852
846,573704
847,637396
848,610768
849,658299
850,643798
851,706465
852,660556
853,647224
854,600560
855,659970
856,647861
857,642581
858,644671
859,734851
860,669056
861,748550
862,699846
863,769526
864,720798
865,759496
866,685998
867,693276
868,778918
869,737014
870,701106
871,699808
872,692132
873,745644
874,747684
875,740032
876,771371
877,854239
878,875706
879,828814
880,797280
881,777582
882,798798
883,736479
884,667975
885,622022
886,617100
887,614000
888,560043
889,512052
890,539968
891,574892
892,595766
893,632797
894,678363
895,746705
896,727595
897,731774
898,733128
899,734102
900,708942
901,698276
902,743536
903,748324
904,764508
905,756508
906,769643
907,793221
908,821087
909,765668
910,812341
911,874580
912,913899
913,851898
914,828101
915,759628
916,786885
917,790892
918,829970
919,873972
920,913871
921,880403
922,836372
923,769928
924,770715
925,807097
926,851827
927,801267
928,720602
929,700628
930,642302
931,614790
932,649890
933,713959
934,759539
935,796154
936,788989
937,787609
938,858515
939,920509
940,947397
941,1010325
942,1048022
943,1051804
944,977734
945,1004451
946,1029191
947,1056997
948,1089231
949,1103163
950,1065034
951,1101437
952,1047189
953,1020128
954,1004196
955,1095967
956,1074236
957,1064602
958,1001213
959,1021053
960,1011536
961,1071541
962,979526
963,1031000
964,1116112
965,1091458
966,1023947
967,1045508
968,1004856
969,1066360
970,992440
971,982980
972,973881
973,1036409
974,1023403
975,951236
976,1012692
977,1050785
978,970928
979,963310
980,970533
981,965210
982,944230
983,917268
984,926191
985,886380
986,923390
987,924148
988,868785
989,953439
990,994377
991,961074
992,1011657
993,1011739
994,1030261
995,999612
996,1069358
997,1059369
998,1005165
999,1087344
