X,Y
495,831436
496,13650
497,628226
498,199498
499,-412316
500,764876
501,334542
502,-571666
503,953593
504,-106795
505,814172
506,-298005
507,-81984
508,181339
509,-557482
510,580716
511,-665145
512,677867
513,1065377
514,-533354
515,837638
516,818239
517,114133
518,472317
519,-566895
520,155726
521,809045
522,836140
523,-17617
524,-151457
525,-570303
526,1229830
527,-321624
528,248849
529,-540598
530,421427
531,200142
532,517192
533,-365443
534,-355639
535,862930
536,1174031
537,84684
538,-564737
539,164442
540,981126
541,-436759
542,131669
543,1248725
544,747906
545,982768
546,240469
547,-227814
548,749874
549,1176509
550,-387310
551,814538
552,-516556
553,-502947
554,537236
555,605831
556,476871
557,1165454
558,263946
559,-590021
560,-502567
561,443295
562,747109
563,-622099
564,639923
565,395195
566,-189233
567,802816
568,725952
569,270741
570,1074233
571,-404617
572,492593
573,898660
574,-575100
575,1281041
576,-103860
577,-461308
578,-537597
579,876746
580,892095
581,-187357
582,-649765
583,749096
584,433288
585,1000453
586,778250
587,651847
588,-465312
589,94046
590,772008
591,-470847
592,1049836
593,116903
594,-243048
595,840062
596,-230262
597,1011827
598,426586
599,100057
600,409715
601,255260
602,-238278
603,692199
604,123844
605,-7456
606,178889
607,46790
608,1022952
609,-489998
610,-143937
611,-78480
612,747851
613,717104
614,-70792
615,841428
616,860586
617,-111849
618,-365939
619,1231362
620,453625
621,918350
622,632048
623,1088310
624,844445
625,955660
626,737824
627,548302
628,-210462
629,1291160
630,562509
631,-47926
632,655753
633,529536
634,245202
635,512863
636,-102113
637,-565443
638,435462
639,-254991
640,-535871
641,1042929
642,498992
643,1013476
644,-296819
645,1375922
646,1058913
647,-52642
648,660008
649,-190152
650,92927
651,11598
652,723928
653,-454760
654,864726
655,710991
656,1312176
657,101880
658,608685
659,364625
660,-301023
661,1171250
662,-509867
663,928051
664,1315532
665,738449
666,1309519
667,787219
668,-43311
669,1120707
670,811911
671,-74686
672,-445266
673,1240743
674,1236259
675,-202803
676,-301977
677,151976
678,817071
679,201091
680,-151812
681,762927
682,1137923
683,1464981
684,1214986
685,548289
686,1003805
687,-517984
688,750174
689,-204005
690,245414
691,610413
692,1046434
693,1083948
694,681598
695,-141845
696,455843
697,24639
698,539428
699,183369
700,1266680
701,350514
702,1301515
703,837343
704,165880
705,1353578
706,1202966
707,898851
708,93163
709,-20549
710,509181
711,1404111
712,1264989
713,987312
714,146323
715,-471751
716,750812
717,1032084
718,687356
719,88379
720,540149
721,500657
722,-46053
723,371587
724,1347545
725,-403620
726,-438737
727,1015935
728,-48594
729,-57923
730,513177
731,306672
732,-127240
733,-352097
734,896202
735,867466
736,34139
737,484966
738,45126
739,833993
740,6468
741,132316
742,1119460
743,1132406
744,1545638
745,588647
746,591712
747,-82481
748,109601
749,647828
750,-141552
751,191388
752,-11298
753,747669
754,820640
755,1231668
756,750481
757,-7791
758,-167778
759,759974
760,1017123
761,1417161
762,175571
763,1016907
764,1135021
765,-29300
766,1185843
767,-38169
768,1488156
769,841769
770,390005
771,816768
772,1063535
773,1500743
774,-170289
775,953030
776,1347193
777,-288381
778,59790
779,880900
780,-373955
781,-328894
782,823708
783,136630
784,1533560
785,-272233
786,-167684
787,-229321
788,657348
789,254068
790,365573
791,1272277
792,1386534
793,807569
794,888456
795,713409
796,848867
797,-277299
798,640509
799,1270217
800,1376920
801,602482
802,742895
803,1524596
804,-235290
805,311996
806,150421
807,698071
808,123288
809,238721
810,1484661
811,1473776
812,1014354
813,779936
814,1112815
815,418883
816,947760
817,264292
818,1588686
819,124519
820,809790
821,931327
822,1429236
823,582797
824,1657183
825,-275198
826,248953
827,887277
828,807554
829,899045
830,320857
831,127910
832,1013823
833,1677236
834,305370
835,1018522
836,1189271
837,1082594
838,235728
839,400431
840,257014
841,55612
842,-77912
843,276045
844,844279
845,835335
846,173796
847,485916
848,449422
849,333206
850,119794
851,1008715
852,1555840
853,812980
854,212381
855,1402481
856,33056
857,1527113
858,-162866
859,1342403
860,-132026
861,1264133
862,-165717
863,1172915
864,-220658
865,1446926
866,1101067
867,-151980
868,1565831
869,1697009
870,-115854
871,1512085
872,199279
873,1258259
874,27340
875,471747
876,-196060
877,1215787
878,1595794
879,551610
880,940763
881,-175156
882,1399629
883,1330758
884,1324962
885,-160218
886,1149310
887,1458796
888,1505637
889,514284
890,-202408
891,430933
892,192596
893,-15723
894,-98679
895,439678
896,-145590
897,1238491
898,565942
899,813475
900,1417301
901,788290
902,1071989
903,1173285
904,1044845
905,1326099
906,-86306
907,-168329
908,1149153
909,413319
910,63058
911,1024348
912,1615360
913,1024770
914,1397610
915,790716
916,1592121
917,366776
918,355424
919,-102621
920,1361900
921,1266678
922,1673744
923,142976
924,421459
925,-103919
926,1359986
927,1659030
928,1189746
929,1270573
930,626965
931,557547
932,336205
933,355935
934,241471
935,1242871
936,787935
937,233282
938,-45290
939,879643
940,219073
941,320782
942,1560266
943,1868127
944,1369102
945,1021559
946,1103342
947,821796
948,1735965
949,1118667
950,1224413
951,1235463
952,716878
953,1241572
954,-25194
955,1711961
956,1332809
957,1447066
958,1229317
959,1797811
960,135319
961,1871232
962,5137
963,149434
964,938671
965,1875553
966,1164078
967,1085461
968,108293
969,1733959
970,1680080
971,1448917
972,-31180
973,1153754
974,1925906
975,309016
976,462346
977,1667148
978,250849
979,1396248
980,136330
981,1500505
982,1346405
983,1287550
984,875209
985,503110
986,1739826
987,1273552
988,-15132
989,124800
990,1650988
991,46447
992,1077690
993,809862
994,1594064
995,136394
996,1345189
997,1845034
998,237574
999,1864743
