X,Y
271,3272
272,63661
273,23079
274,135666
275,147053
276,132110
277,66878
278,51561
279,127421
280,115464
281,86475
282,80197
283,85271
284,178265
285,113750
286,-5440
287,121310
288,53062
289,95755
290,54006
291,157570
292,150915
293,50472
294,95922
295,176775
296,113897
297,165015
298,135136
299,178526
300,75145
301,94551
302,71770
303,152635
304,176973
305,109941
306,139395
307,27579
308,87500
309,125110
310,13789
311,80952
312,180259
313,2973
314,106785
315,113308
316,125171
317,144529
318,82949
319,51735
320,138260
321,68430
322,145362
323,56607
324,95268
325,167763
326,41129
327,91742
328,89842
329,173346
330,61085
331,138267
332,81582
333,159049
334,134047
335,167913
336,168490
337,210855
338,214022
339,72002
340,156020
341,55962
342,196394
343,79168
344,50147
345,141115
346,218835
347,72284
348,130296
349,184235
350,80368
351,58214
352,27485
353,187255
354,203791
355,159168
356,60407
357,54019
358,92938
359,117017
360,166942
361,206660
362,163207
363,202881
364,189249
365,58740
366,133859
367,175177
368,90663
369,142774
370,90787
371,138752
372,54876
373,164156
374,162164
375,88913
376,99463
377,174618
378,81420
379,78883
380,188966
381,113546
382,147793
383,224784
384,75078
385,195723
386,244142
387,221924
388,122343
389,59644
390,130505
391,114881
392,109778
393,202629
394,152510
395,200564
396,175564
397,84999
398,240125
399,127956
400,215143
401,113232
402,183193
403,133428
404,232387
405,70212
406,177278
407,215494
408,68760
409,252372
410,212958
411,179609
412,93101
413,112481
414,247551
415,191287
416,172701
417,99588
418,77005
419,95789
420,116340
421,104204
422,277355
423,132610
424,154374
425,113369
426,221290
427,231169
428,155680
429,235183
430,216211
431,143670
432,177029
433,113087
434,157603
435,163813
436,141227
437,176743
438,137304
439,93186
440,269347
441,129108
442,103716
443,272138
444,272026
445,138752
446,262857
447,258203
448,255269
449,237341
450,296511
451,148634
452,289399
453,133035
454,154300
455,247746
456,284976
457,130833
458,237722
459,128925
460,246628
461,130068
462,190204
463,290540
464,253247
465,220170
466,202905
467,151401
468,199884
469,184809
470,141135
471,300823
472,261417
473,304147
474,148367
475,166077
476,295741
477,238478
478,303407
479,215725
480,177031
481,250062
482,165302
483,261673
484,326314
485,263496
486,243304
487,302279
488,229406
489,151018
490,154137
491,189765
492,285915
493,176390
494,164416
495,193090
496,160384
497,345908
498,285056
499,311486
500,195611
501,249108
502,289338
503,224572
504,351433
505,354296
506,267320
507,257328
508,164436
509,222488
510,258196
511,314728
512,242178
513,343359
514,322013
515,322073
516,273756
517,309707
518,223488
519,259123
520,357073
521,367597
522,257663
523,173777
524,371913
525,229529
526,368373
527,187642
528,241849
529,331639
530,244989
531,360984
532,338688
533,355088
534,256881
535,332080
536,324977
537,200985
538,281623
539,230951
540,296494
541,384455
542,383633
543,321236
544,208297
545,258595
546,356951
547,360858
548,372841
549,275441
550,302095
551,373005
552,282073
553,326813
554,334522
555,354499
556,280605
557,288686
558,399102
559,370079
560,412954
561,285702
562,306676
563,262196
564,390837
565,290776
566,377865
567,378749
568,362011
569,317523
570,284293
571,328872
572,311721
573,413285
574,351172
575,409807
576,252483
577,362143
578,258040
579,393891
580,267933
581,395626
582,306227
583,254428
584,315442
585,425850
586,367496
587,378417
588,379593
589,287806
590,300653
591,284499
592,401738
593,391638
594,416176
595,286399
596,426147
597,341104
598,316720
599,319722
600,416010
601,377970
602,407438
603,294392
604,292046
605,416008
606,465548
607,406261
608,383635
609,423866
610,358411
611,331273
612,439508
613,411877
614,383966
615,414390
616,317341
617,299902
618,322171
619,433980
620,418874
621,355202
622,368800
623,407837
624,460909
625,475169
626,410504
627,404003
628,315980
629,305945
630,462049
631,462448
632,367451
633,443499
634,359183
635,462582
636,416282
637,413342
638,345346
639,335197
640,389002
641,356229
642,415906
643,316986
644,468325
645,431341
646,462527
647,406345
648,419029
649,459431
650,353735
651,400250
652,490852
653,392851
654,349378
655,463709
656,449824
657,469888
658,468359
659,467329
660,488643
661,416935
662,535375
663,414513
664,434480
665,379515
666,369405
667,401994
668,434714
669,488985
670,382855
671,503557
672,370149
673,384437
674,446831
675,471277
676,502510
677,403868
678,441662
679,472994
680,528606
681,383721
682,527991
683,508672
684,465924
685,414599
686,542239
687,541082
688,517024
689,556310
690,528485
691,448933
692,549933
693,473620
694,399445
695,392535
696,521983
697,397198
698,462398
699,401551
700,579348
701,434606
702,583979
703,526950
704,501555
705,490886
706,550611
707,499692
708,409304
709,408705
710,576589
711,485984
712,510453
713,455643
714,543463
715,568889
716,543128
717,511796
718,479574
719,491962
720,618098
721,550781
722,511173
723,474558
724,487618
725,553049
726,458082
727,552837
728,539893
729,461262
730,588542
731,572064
732,487646
733,595171
734,481076
735,571406
736,615912
737,481427
738,594114
739,523142
740,532500
741,454790
742,648880
743,462138
744,606611
745,555184
746,622952
747,587747
748,532272
749,635171
750,509221
751,592472
752,484936
753,497873
754,606381
755,470273
756,647179
757,615750
758,636361
759,661141
760,489531
761,663205
762,482519
763,623334
764,516923
765,621475
766,672417
767,572254
768,493708
769,558873
770,545880
771,521072
772,517702
773,500387
774,557083
775,556407
776,681001
777,677824
778,688066
779,638783
780,594624
781,707814
782,706154
783,517526
784,698233
785,679466
786,609739
787,626875
788,526916
789,639955
790,536885
791,573107
792,561397
793,641367
794,647437
795,683404
796,680944
797,600023
798,649357
799,621208
800,669980
801,734544
802,678986
803,694134
804,703514
805,644993
806,592797
807,743345
808,603733
809,720072
810,604361
811,574258
812,566092
813,603176
814,698534
815,756048
816,738165
817,672313
818,610011
819,766209
820,598506
821,663269
822,599768
823,653332
824,646367
825,641501
826,691159
827,757939
828,624957
829,595826
830,715710
831,624433
832,746319
833,664720
834,713815
835,744152
836,687785
837,753103
838,729090
839,670401
840,762088
841,623169
842,784917
843,697141
844,785019
845,754620
846,786677
847,640985
848,688099
849,687211
850,795400
851,660848
852,648688
853,781765
854,776973
855,767424
856,780528
857,738219
858,729206
859,662749
860,663835
861,654666
862,661351
863,831645
864,688507
865,653503
866,691063
867,675583
868,698627
869,657219
870,673715
871,755334
872,711776
873,811858
874,862503
875,716843
876,734964
877,728119
878,690599
879,811881
880,679431
881,834026
882,812083
883,742634
884,816785
885,830250
886,722991
887,720111
888,792314
889,755393
890,862690
891,835543
892,739958
893,790765
894,878686
895,756060
896,893522
897,756742
898,811080
899,844463
900,806588
901,855685
902,868718
903,728126
904,777794
905,904458
906,762145
907,907285
908,848332
909,902717
910,756156
911,869386
912,750480
913,790613
914,844959
915,936897
916,901699
917,921533
918,919139
919,744681
920,819195
921,797506
922,916769
923,854644
924,887322
925,943078
926,891653
927,935117
928,805807
929,797109
930,871413
931,831056
932,858785
933,925862
934,902933
935,901453
936,783760
937,948738
938,967818
939,838668
940,979931
941,812437
942,898790
943,925952
944,791950
945,899382
946,858445
947,986495
948,926826
949,941034
950,815707
951,806147
952,875339
953,874506
954,859172
955,935621
956,832141
957,987030
958,1008715
959,858559
960,834299
961,891017
962,875523
963,974340
964,943896
965,1016014
966,957497
967,925770
968,984986
969,865289
970,865143
971,970186
972,846543
973,997365
974,1031925
975,885969
976,934134
977,930037
978,871837
979,936618
980,893172
981,918250
982,995765
983,979790
984,978371
985,960485
986,967312
987,974831
988,905954
989,899949
990,958122
991,906080
992,893901
993,1033267
994,1046232
995,1014994
996,935652
997,916674
998,945644
999,919145
